msg_id,msg,user_id,msg_datetime,chat_id,productID,country_code,wait_time,chat_duration,subject,totalMsgsOp,totalMsgsUser,waitFirstClick,customerID,createdDate,msg_wct,body_wct
322424021,How much would you like to deposit,577,2023-01-01 03:58:10,18677998,49,za,8,369,Cashback,20,6,6.0,10213141.0,2023-01-01 03:52:52,7,7
322423476,Welcome back to the chat,85,2023-01-01 03:53:08,18677999,17,us,1,148,Login issues,11,7,4.0,9289244.0,2023-01-01 03:52:53,5,5
322423650,The password reset email is now sent to your email Please check your email within minutes to be able to reset your password,85,2023-01-01 03:54:41,18677999,17,us,1,148,Login issues,11,7,4.0,9289244.0,2023-01-01 03:52:53,23,23
322423732,You are most welcome,85,2023-01-01 03:55:12,18677999,17,us,1,148,Login issues,11,7,4.0,9289244.0,2023-01-01 03:52:53,4,4
322423733,Is there anything else that I may assist you with,85,2023-01-01 03:55:13,18677999,17,us,1,148,Login issues,11,7,4.0,9289244.0,2023-01-01 03:52:53,10,10
322423616,Can I have the coupon code please,577,2023-01-01 03:54:28,18678000,60,au,6,917,Free bonus,21,9,12.0,30568970.0,2023-01-01 03:53:08,7,7
322423746,Glad to hear that,718,2023-01-01 03:55:16,18678003,17,us,2,622,Free bonus,17,5,9.0,29934333.0,2023-01-01 03:53:41,4,4
322423755,I am very well thanks for asking,718,2023-01-01 03:55:19,18678003,17,us,2,622,Free bonus,17,5,9.0,29934333.0,2023-01-01 03:53:41,7,7
322423788,Which casino would you like to play in,718,2023-01-01 03:55:49,18678003,17,us,2,622,Free bonus,17,5,9.0,29934333.0,2023-01-01 03:53:41,8,8
322424275,You are allowed one bonus at a time on the account,718,2023-01-01 04:00:49,18678003,17,us,2,622,Free bonus,17,5,9.0,29934333.0,2023-01-01 03:53:41,11,11
322423696,I m sorry to hear about that,585,2023-01-01 03:54:59,18678004,41,us,5,141,Free bonus,9,3,4.0,34622328.0,2023-01-01 03:53:55,7,7
322423760,Have you tried logging out of the casino clearing the cache and cookies of the browser and logging back in after minutes to see if anything changes,585,2023-01-01 03:55:26,18678004,41,us,5,141,Free bonus,9,3,4.0,34622328.0,2023-01-01 03:53:55,27,27
322423672,How are you today,673,2023-01-01 03:54:50,18678008,42,us,3,183,Free bonus,14,3,6.0,34786879.0,2023-01-01 03:54:36,4,4
322423822,I have a welcome offer of free to check out the casino Shall I add this for you right away,673,2023-01-01 03:56:10,18678008,42,us,3,183,Free bonus,14,3,6.0,34786879.0,2023-01-01 03:54:36,20,20
322423961,Take a look at the hottest games out They could bring you great luck,673,2023-01-01 03:57:27,18678008,42,us,3,183,Free bonus,14,3,6.0,34786879.0,2023-01-01 03:54:36,14,14
322423784,I will check on that for you now,577,2023-01-01 03:55:47,18678012,18,us,5,610,Free bonus,18,7,1.0,33562199.0,2023-01-01 03:54:55,8,8
322423797,You are,577,2023-01-01 03:55:54,18678012,18,us,5,610,Free bonus,18,7,1.0,33562199.0,2023-01-01 03:54:55,2,2
322424126,Let me check on them Bear with me please,577,2023-01-01 03:59:07,18678012,18,us,5,610,Free bonus,18,7,1.0,33562199.0,2023-01-01 03:54:55,9,9
322423883,Good day,178,2023-01-01 03:56:44,18678017,38,de,1,79,Free bonus,13,3,6.0,,2023-01-01 03:55:31,2,2
322423964,I can certainly check on that for you I want to use coupon,723,2023-01-01 03:57:28,18678018,21,us,56,454,Promotion Inquiry/Issue,11,4,13.0,26482548.0,2023-01-01 03:55:39,13,13
322423954,How are you today Michael,338,2023-01-01 03:57:25,18678023,59,au,10,519,Free bonus,9,8,16.0,23973350.0,2023-01-01 03:56:57,5,5
322424135,How are you today Daniel,585,2023-01-01 03:59:11,18678024,60,au,101,863,Free bonus,21,11,9.0,33950282.0,2023-01-01 03:57:20,5,5
322424455,I am still here with you,585,2023-01-01 04:02:15,18678024,60,au,101,863,Free bonus,21,11,9.0,33950282.0,2023-01-01 03:57:20,6,6
322424471,I saw your query above and would be happy to have a look at the account for you,585,2023-01-01 04:02:24,18678024,60,au,101,863,Free bonus,21,11,9.0,33950282.0,2023-01-01 03:57:20,18,18
322423985,Hello there,693,2023-01-01 03:57:42,18678026,30,us,2,169,Deposit bonus,10,4,4.0,3712020.0,2023-01-01 03:57:31,2,2
322424033,Hi Patricia welcome back,693,2023-01-01 03:58:17,18678026,30,us,2,169,Deposit bonus,10,4,4.0,3712020.0,2023-01-01 03:57:31,4,4
322424043,I do see it,693,2023-01-01 03:58:20,18678026,30,us,2,169,Deposit bonus,10,4,4.0,3712020.0,2023-01-01 03:57:31,4,4
322511473,I am doing good thanks for asking,677,2023-01-01 17:34:36,18683040,21,us,2,179,Free bonus,10,5,19.0,34194686.0,2023-01-01 17:32:50,7,7
322511504,I see that your account is eligible for a cash bonus Are you interested,677,2023-01-01 17:35:07,18683040,21,us,2,179,Free bonus,10,5,19.0,34194686.0,2023-01-01 17:32:50,14,14
322511545,I have redeemed the offer as per your request,677,2023-01-01 17:35:36,18683040,21,us,2,179,Free bonus,10,5,19.0,34194686.0,2023-01-01 17:32:50,9,9
322511926,Can you please confirm which code you claimed please,330,2023-01-01 17:39:11,18683041,17,us,3,559,Game query,10,5,60.0,31308558.0,2023-01-01 17:33:14,9,9
322511458,Hey there,467,2023-01-01 17:34:30,18683042,38,us,6,321,Deposit bonus,17,8,59.0,12569214.0,2023-01-01 17:33:17,2,2
322511520,I will be sure to assist you,467,2023-01-01 17:35:17,18683042,38,us,6,321,Deposit bonus,17,8,59.0,12569214.0,2023-01-01 17:33:17,7,7
322511538,What is the name of the promotion which offers you,467,2023-01-01 17:35:29,18683042,38,us,6,321,Deposit bonus,17,8,59.0,12569214.0,2023-01-01 17:33:17,10,10
322511557,I would need it to check on the offer did it give a coupon code,467,2023-01-01 17:35:40,18683042,38,us,6,321,Deposit bonus,17,8,59.0,12569214.0,2023-01-01 17:33:17,15,15
322511603,Can you please check and advise me of any specific details of the offer,467,2023-01-01 17:36:08,18683042,38,us,6,321,Deposit bonus,17,8,59.0,12569214.0,2023-01-01 17:33:17,14,14
322511801,The bonus is in your account,467,2023-01-01 17:38:21,18683042,38,us,6,321,Deposit bonus,17,8,59.0,12569214.0,2023-01-01 17:33:17,6,6
322511477,Hello Aud,674,2023-01-01 17:34:42,18683044,59,au,5,583,Documents,22,12,3.0,29161424.0,2023-01-01 17:33:56,2,2
322511969,That is correct,674,2023-01-01 17:39:37,18683044,59,au,5,583,Documents,22,12,3.0,29161424.0,2023-01-01 17:33:56,3,3
322511579,And same to you,187,2023-01-01 17:36:00,18683047,54,au,4,483,Free bonus,16,8,9.0,34665099.0,2023-01-01 17:34:58,4,4
322511578,I will certainly check on that for you,387,2023-01-01 17:36:00,18683048,54,us,5,165,Free bonus,12,2,18.0,34797149.0,2023-01-01 17:35:12,8,8
322511612,May I have the bonus code you are trying to claim,387,2023-01-01 17:36:11,18683048,54,us,5,165,Free bonus,12,2,18.0,34797149.0,2023-01-01 17:35:12,11,11
322511749,Thanks you for your interest in playing with us,387,2023-01-01 17:37:49,18683048,54,us,5,165,Free bonus,12,2,18.0,34797149.0,2023-01-01 17:35:12,9,9
322511754,Unfortunately your account has been closed because of the state your account is registered from Thank you for your understanding,387,2023-01-01 17:37:57,18683048,54,us,5,165,Free bonus,12,2,18.0,34797149.0,2023-01-01 17:35:12,20,20
322511734,May I have the code please,163,2023-01-01 17:37:35,18683050,35,za,7,946,Free bonus,18,10,3.0,17895519.0,2023-01-01 17:35:33,6,6
322512066,Thanks,163,2023-01-01 17:40:32,18683050,35,za,7,946,Free bonus,18,10,3.0,17895519.0,2023-01-01 17:35:33,1,1
322512095,is the exact code,163,2023-01-01 17:40:44,18683050,35,za,7,946,Free bonus,18,10,3.0,17895519.0,2023-01-01 17:35:33,4,4
322512099,No worries I would be more than happy to check on that for you,428,2023-01-01 17:40:45,18683051,21,us,4,248,Login issues,18,6,9.0,34683196.0,2023-01-01 17:35:55,14,14
322512147,Thank you so much Happy new year to you as well,428,2023-01-01 17:41:10,18683051,21,us,4,248,Login issues,18,6,9.0,34683196.0,2023-01-01 17:35:55,11,11
322512165,Unfortunately your account has been closed because of the state or country your account is registered from Thank you for your understanding,428,2023-01-01 17:41:17,18683051,21,us,4,248,Login issues,18,6,9.0,34683196.0,2023-01-01 17:35:55,22,22
322512277,Thank you so much for your interest in our casino I really wish you could play with us,428,2023-01-01 17:42:33,18683051,21,us,4,248,Login issues,18,6,9.0,34683196.0,2023-01-01 17:35:55,18,18
322511810,Let me have a quick look on your account to see what happened,503,2023-01-01 17:38:27,18683052,59,us,2,558,Free bonus,18,6,58.0,34439768.0,2023-01-01 17:35:55,13,13
322512367,I am seeing you still have cashback on the account,163,2023-01-01 17:43:28,18683054,35,za,7,964,Free bonus,20,9,12.0,32117867.0,2023-01-01 17:36:10,10,10
322512413,You are required to play it down as you can only have code at a time on the account,163,2023-01-01 17:43:53,18683054,35,za,7,964,Free bonus,20,9,12.0,32117867.0,2023-01-01 17:36:10,19,19
322512971,The last update email I see you were sent in September was to provide a proof of address,163,2023-01-01 17:49:56,18683054,35,za,7,964,Free bonus,20,9,12.0,32117867.0,2023-01-01 17:36:10,18,18
322513150,Are you there,163,2023-01-01 17:51:12,18683054,35,za,7,964,Free bonus,20,9,12.0,32117867.0,2023-01-01 17:36:10,3,3
322511763,You got any plans for today,639,2023-01-01 17:38:03,18683055,50,au,5,360,Free bonus,10,11,27.0,16068860.0,2023-01-01 17:36:20,6,6
322511979,I got a comp your way The max cash out is and the max bet is On your next deposit of or more you can get,639,2023-01-01 17:39:45,18683055,50,au,5,360,Free bonus,10,11,27.0,16068860.0,2023-01-01 17:36:20,26,26
322512258,You can always try for an exception,639,2023-01-01 17:42:20,18683055,50,au,5,360,Free bonus,10,11,27.0,16068860.0,2023-01-01 17:36:20,7,7
322511707,I would be more than happy to check on this for you,471,2023-01-01 17:37:16,18683057,58,au,5,336,Free bonus,17,9,337.0,33256857.0,2023-01-01 17:36:29,12,12
322512161,Having checked I can see that you have a great free bonus available to claim Shall I add this for you,471,2023-01-01 17:41:15,18683057,58,au,5,336,Free bonus,17,9,337.0,33256857.0,2023-01-01 17:36:29,21,21
322512220,All set up for you Your bonus is now on your account for you to enjoy Wishing you the best of luck and have fun,471,2023-01-01 17:41:55,18683057,58,au,5,336,Free bonus,17,9,337.0,33256857.0,2023-01-01 17:36:29,25,25
322511679,Hello there welcome to the Live Chat,149,2023-01-01 17:36:56,18683059,17,us,7,377,Deposit assistance inbound,9,4,72.0,8680454.0,2023-01-01 17:36:49,7,7
322511807,Let me please have look on this for you,149,2023-01-01 17:38:25,18683059,17,us,7,377,Deposit assistance inbound,9,4,72.0,8680454.0,2023-01-01 17:36:49,9,9
322511978,I will be happy to help you,90,2023-01-01 17:39:43,18683061,43,us,3,148,Game query,7,3,63.0,34752169.0,2023-01-01 17:37:15,7,7
322512144,Let me see if there is anything I can do regarding the spins D,479,2023-01-01 17:41:09,18683062,50,us,2,724,Deposit bonus,13,12,11.0,9264242.0,2023-01-01 17:37:20,14,14
322512197,Yes please that way we would be able to credit it directly,479,2023-01-01 17:41:41,18683062,50,us,2,724,Deposit bonus,13,12,11.0,9264242.0,2023-01-01 17:37:20,12,12
322512380,When I deposit should I choose no bonus yes please That way we will be able to have the bonus credited directly in our system,479,2023-01-01 17:43:32,18683062,50,us,2,724,Deposit bonus,13,12,11.0,9264242.0,2023-01-01 17:37:20,25,25
322511813,How are you today Mark,428,2023-01-01 17:38:27,18683063,54,au,2,799,Deposit bonus,24,8,36.0,11643428.0,2023-01-01 17:37:47,5,5
322511878,I am happy to hear that,428,2023-01-01 17:38:53,18683063,54,au,2,799,Deposit bonus,24,8,36.0,11643428.0,2023-01-01 17:37:47,6,6
322511900,Checking on this for you as we speak,428,2023-01-01 17:39:04,18683063,54,au,2,799,Deposit bonus,24,8,36.0,11643428.0,2023-01-01 17:37:47,8,8
322511928,May I know how much you wish to deposit,428,2023-01-01 17:39:12,18683063,54,au,2,799,Deposit bonus,24,8,36.0,11643428.0,2023-01-01 17:37:47,9,9
322511989,Thank you so much for confirming,428,2023-01-01 17:39:52,18683063,54,au,2,799,Deposit bonus,24,8,36.0,11643428.0,2023-01-01 17:37:47,6,6
322512837,I am so sorry for your long wait I know your time is very important,428,2023-01-01 17:48:37,18683063,54,au,2,799,Deposit bonus,24,8,36.0,11643428.0,2023-01-01 17:37:47,15,15
322512880,How about I add for you match free spins on Bubble Bubble,428,2023-01-01 17:49:03,18683063,54,au,2,799,Deposit bonus,24,8,36.0,11643428.0,2023-01-01 17:37:47,12,12
322513026,Sure thing,428,2023-01-01 17:50:17,18683063,54,au,2,799,Deposit bonus,24,8,36.0,11643428.0,2023-01-01 17:37:47,2,2
322513030,I am happy to inform you that this has been added to your account for you,428,2023-01-01 17:50:18,18683063,54,au,2,799,Deposit bonus,24,8,36.0,11643428.0,2023-01-01 17:37:47,16,16
322513032,Sending you all my luck Remember to tell me when you win,428,2023-01-01 17:50:18,18683063,54,au,2,799,Deposit bonus,24,8,36.0,11643428.0,2023-01-01 17:37:47,12,12
322511773,Thank you for contacting Everygame Casino Support my name is Michelle I would be happy to assist you today,181,2023-01-01 17:38:08,18683065,17,us,6,526,Deposit assistance inbound,11,10,14.0,371224.0,2023-01-01 17:38:02,19,19
322512212,Please allow a moment,181,2023-01-01 17:41:48,18683065,17,us,6,526,Deposit assistance inbound,11,10,14.0,371224.0,2023-01-01 17:38:02,4,4
322512660,I am afraid you will need to allow minutes as it shows the that transaction was done today when we check from our end,181,2023-01-01 17:46:24,18683065,17,us,6,526,Deposit assistance inbound,11,10,14.0,371224.0,2023-01-01 17:38:02,24,24
322511892,Sure I can work on that for you,467,2023-01-01 17:38:59,18683070,38,us,3,106,Account information,12,7,3.0,27403739.0,2023-01-01 17:38:41,8,8
322511902,We wish you a Happy Birthday,467,2023-01-01 17:39:05,18683070,38,us,3,106,Account information,12,7,3.0,27403739.0,2023-01-01 17:38:41,6,6
322511955,Thank you my friend,467,2023-01-01 17:39:28,18683070,38,us,3,106,Account information,12,7,3.0,27403739.0,2023-01-01 17:38:41,4,4
322512035,All done for you,467,2023-01-01 17:40:17,18683070,38,us,3,106,Account information,12,7,3.0,27403739.0,2023-01-01 17:38:41,4,4
322512050,My pleasure,467,2023-01-01 17:40:27,18683070,38,us,3,106,Account information,12,7,3.0,27403739.0,2023-01-01 17:38:41,2,2
322511905,Are you referring to a free bonus,677,2023-01-01 17:39:06,18683071,60,au,2,207,Free bonus,14,7,5.0,34624396.0,2023-01-01 17:38:42,7,7
322511949,I am well thanks,677,2023-01-01 17:39:25,18683071,60,au,2,207,Free bonus,14,7,5.0,34624396.0,2023-01-01 17:38:42,4,4
322512062,Happy New Year,588,2023-01-01 17:40:29,18683072,35,in,4,978,Free bonus,24,18,25.0,,2023-01-01 17:38:51,3,3
322512251,May I have your full name and email address please,588,2023-01-01 17:42:16,18683072,35,in,4,978,Free bonus,24,18,25.0,,2023-01-01 17:38:51,10,10
